,0,1
0,0.202589079738,0.797410905361
1,0.21215172112,0.787848234177
2,0.20068320632,0.799316823483
3,0.120135031641,0.879864990711
4,0.774779260159,0.225220695138
5,0.594087719917,0.40591225028
6,0.724664747715,0.275335282087
7,0.179465770721,0.820534229279
8,0.356731563807,0.643268465996
9,0.680787980556,0.319212019444
10,0.240131184459,0.75986880064
11,0.455453962088,0.54454600811
12,0.722871720791,0.277128338814
13,0.686511516571,0.313488513231
14,0.212237030268,0.78776293993
15,0.34695276618,0.653047323227
16,0.845759689808,0.154240384698
17,0.603580653667,0.396419346333
18,0.831437885761,0.168562054634
19,0.787441670895,0.212558403611
20,0.769760072231,0.230239972472
21,0.450055986643,0.549944043159
22,0.382167071104,0.617832899094
23,0.680508673191,0.319491356611
24,0.442745089531,0.557254910469
25,0.716926753521,0.283073276281
26,0.671416699886,0.328583240509
27,0.577012419701,0.422987520695
28,0.276560306549,0.723439693451
29,0.544862866402,0.455137193203
30,0.977169811726,0.0228301715106
31,0.230583950877,0.769416093826
32,0.288437217474,0.711562812328
33,0.265841901302,0.734158098698
34,0.786841750145,0.213158234954
35,0.855909824371,0.144090160728
36,0.716627776623,0.283372282982
37,0.473910450935,0.526089549065
38,0.608437478542,0.391562461853
39,0.621715188026,0.378284811974
40,0.977672159672,0.0223277937621
41,0.757325768471,0.242674261332
42,0.269787341356,0.730212628841
43,0.805817306042,0.194182753563
44,0.117597900331,0.882402062416
45,0.521408081055,0.478591889143
46,0.407964497805,0.592035531998
47,0.515798807144,0.48420125246
48,0.65014231205,0.349857658148
49,0.210466936231,0.789533078671
50,0.591040968895,0.40895909071
51,0.723033308983,0.276966720819
52,0.426973551512,0.573026418686
53,0.369738578796,0.630261421204
54,0.144133523107,0.855866551399
55,0.315007299185,0.684992730618
56,0.810265302658,0.18973466754
57,0.78653293848,0.213467076421
58,0.189208835363,0.810791194439
59,0.745688378811,0.254311561584
60,0.559320867062,0.440679162741
61,0.388702720404,0.611297190189
62,0.588963866234,0.411036103964
63,0.93132519722,0.0686748251319
64,0.45502948761,0.544970452785
65,0.85371029377,0.146289691329
66,0.197815433145,0.802184581757
67,0.172267183661,0.827732741833
68,0.526116788387,0.47388318181
69,0.570163905621,0.429836124182
70,0.626451790333,0.373548179865
71,0.722599685192,0.277400225401
72,0.362228393555,0.637771546841
73,0.740188479424,0.259811490774
74,0.385956317186,0.614043712616
75,0.197878465056,0.802121520042
76,0.46112254262,0.538877487183
77,0.546397686005,0.453602224588
78,0.119677610695,0.880322396755
79,0.626278877258,0.373721092939
80,0.0903156399727,0.909684360027
81,0.787728786469,0.21227119863
82,0.885260760784,0.114739201963
83,0.298952132463,0.701047837734
84,0.127635091543,0.872364938259
85,0.704517245293,0.295482754707
86,0.750265538692,0.249734416604
87,0.969379067421,0.0306209083647
88,0.8690995574,0.130900427699
89,0.368373423815,0.631626605988
90,0.197837010026,0.802162945271
91,0.748483121395,0.251516908407
92,0.380387216806,0.619612812996
93,0.744233608246,0.255766391754
94,0.798099637032,0.201900362968
95,0.142979845405,0.857020199299
96,0.530681729317,0.469318270683
97,0.295875668526,0.704124331474
98,0.26561281085,0.734387159348
99,0.687335550785,0.312664479017
100,0.11032499373,0.889675021172
101,0.317757725716,0.682242274284
102,0.748906970024,0.251093029976
103,0.267562299967,0.732437670231
104,0.169233724475,0.830766201019
105,0.789270818233,0.210729181767
106,0.519169986248,0.480830073357
107,0.518415033817,0.481584966183
108,0.548711657524,0.451288372278
109,0.983583986759,0.0164160076529
110,0.271637201309,0.728362798691
111,0.96741527319,0.0325846523046
112,0.731555342674,0.268444687128
113,0.486045002937,0.513954997063
114,0.193868920207,0.806131064892
115,0.660651028156,0.339348942041
116,0.347471684217,0.652528345585
117,0.241215065122,0.75878494978
118,0.632490932941,0.367509067059
119,0.499553531408,0.500446498394
120,0.612882971764,0.387117058039
121,0.299031198025,0.700968801975
122,0.760786294937,0.239213630557
123,0.299052506685,0.700947463512
124,0.80272603035,0.19727396965
125,0.564952909946,0.435047179461
126,0.535814106464,0.46418595314
127,0.685034155846,0.314965844154
128,0.711177825928,0.28882214427
129,0.373635143042,0.626364767551
130,0.59974783659,0.400252193213
131,0.434045732021,0.565954327583
132,0.546060085297,0.453939944506
133,0.269046723843,0.730953216553
134,0.243267863989,0.756732106209
135,0.661982953548,0.338017046452
136,0.293903529644,0.706096529961
137,0.782419800758,0.217580229044
138,0.110675610602,0.889324367046
139,0.63319337368,0.366806566715
140,0.527335584164,0.472664445639
141,0.22529348731,0.774706482887
142,0.10839638859,0.891603589058
143,0.69254899025,0.307450920343
144,0.248082578182,0.751917421818
145,0.403829157352,0.596170783043
146,0.493785619736,0.50621432066
147,0.729649662971,0.270350307226
148,0.207302317023,0.792697668076
149,0.718990206718,0.281009852886
150,0.269303411245,0.730696499348
151,0.506672263145,0.493327766657
152,0.16549025476,0.834509730339
153,0.365151047707,0.634848952293
154,0.87746989727,0.12253011018
155,0.395886808634,0.604113161564
156,0.671377837658,0.328622192144
157,0.628280818462,0.371719181538
158,0.152317494154,0.847682476044
159,0.461481273174,0.53851878643
160,0.737156629562,0.26284340024
161,0.719365179539,0.280634850264
162,0.272780716419,0.727219283581
163,0.679300129414,0.320699840784
164,0.150342777371,0.84965723753
165,0.342969685793,0.657030284405
166,0.215574160218,0.784425795078
167,0.326027989388,0.673972010612
168,0.644740819931,0.355259180069
169,0.348851680756,0.651148319244
170,0.579889297485,0.420110672712
171,0.661150932312,0.338849037886
172,0.267460495234,0.732539415359
173,0.105648696423,0.894351243973
174,0.640783846378,0.359216094017
175,0.129098460078,0.870901525021
176,0.929186224937,0.0708137303591
